Cod_Classe;Cod_Test;Regione;Data Validit…;Categoria;Uso;Specialita;CtarG Prova;Euro;DataCostruzione;CIntegrazioneComplessi;Alimentazione;C_KW;C_CV;Potenza;HP;Cilindrata;Ecologico;InstazioneImpianto;DataInstazioneImpianto;Portata;;AssiMotrice;AssiRimorchio;SospensioniPneumatiche;GncioTraino;PesoRimorchio;12(mensilità);11;10;9;8;7;6;5;4;3;2;1;
Bollo.c01.118;01-01;UMBRIA;01/01/2022;AB;UR;;;2;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;266,56;251,6;229,84;206,72;183,6;160,48;137,36;114,24;91,12;68,82;45,83;22,98;
Bollo.c01.119;01-01;UMBRIA;01/01/2022;AB;UR;;;4;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;196;185;169;152;135;118;101;84;67;50,6;33,7;16,9;
Bollo.c01.120;01-01;UMBRIA;01/01/2022;AB;UR;;;2;01/01/2018;;ELE;SI;;;90;;;;;;;;;NO;;;176,4;166,5;152,1;136,8;121,5;106,2;90,9;75,6;60,3;45,54;30,33;15,21;
Bollo.c01.309;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;250;11999;2;;NO;;;24,96;23,59;21,44;19,3;17,15;15,01;12,87;10,72;8,58;6,43;4,29;2,14;
Bollo.c01.310;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;650;11999;2;;NO;;;34,94;33,02;30,02;27,02;24,02;21,01;18,01;15,01;12,01;9,01;6;3;
Bollo.c01.311;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;850;11999;2;;NO;;;44,93;42,46;38,6;34,74;30,88;27,02;23,16;19,3;15,44;11,58;7,72;3,86;
Bollo.c01.312;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;1350;11999;2;;NO;;;59,9;56,61;51,46;46,32;41,17;36,02;30,88;25,73;20,59;15,44;10,29;5,15;
Bollo.c01.313;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;1850;11999;2;;NO;;;84,86;80,2;72,91;65,62;58,32;51,03;43,74;36,45;29,16;21,87;14,58;7,29;
Bollo.c01.314;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;2350;11999;2;;NO;;;109,82;103,78;94,35;84,91;75,48;66,04;56,61;47,17;37,74;28,3;18,87;9,43;
Bollo.c01.315;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;2850;11999;2;;NO;;;134,78;127,37;115,79;104,21;92,63;81,05;69,48;57,9;46,32;34,74;23,16;11,58;
Bollo.c01.316;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;3350;11999;2;;NO;;;159,74;150,96;137,24;123,51;109,79;96,06;82,34;68,62;54,89;41,17;27,45;13,72;
Bollo.c01.317;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;3850;11999;2;;NO;;;184,7;174,55;158,68;142,81;126,94;111,07;95,21;79,34;63,47;47,6;31,74;15,87;
Bollo.c01.318;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;4350;11999;2;;NO;;;209,66;198,13;180,12;162,11;144,1;126,08;108,07;90,06;72,05;54,04;36,02;18,01;
Bollo.c01.319;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;4850;11999;2;;NO;;;234,62;221,72;201,56;181,41;161,25;141,1;120,94;100,78;80,63;60,47;40,31;20,16;
Bollo.c01.320;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;5850;11999;2;;NO;;;259,58;245,31;223,01;200,71;178,41;156,11;133,8;111,5;89,2;66,9;44,6;22,3;
Bollo.c01.321;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;6850;11999;2;;NO;;;289,53;273,61;248,74;223,87;198,99;174,12;149,24;124,37;99,5;74,62;49,75;24,87;
Bollo.c01.322;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;7850;11999;2;;NO;;;319,48;301,92;274,47;247,02;219,58;192,13;164,68;137,24;109,79;82,34;54,89;27,45;
Bollo.c01.323;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;8850;11999;2;;NO;;;359,42;339,66;308,78;277,9;247,02;216,15;185,27;154,39;123,51;92,63;61,76;30,88;
Bollo.c01.324;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;9850;11999;2;;NO;;;409,34;386,83;351,67;316,5;281,33;246,17;211;175,83;140,67;105,5;70,33;35,17;
Bollo.c01.325;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;10850;11999;2;;NO;;;459,26;434,01;394,55;355,1;315,64;276,19;236,73;197,28;157,82;118,37;78,91;39,46;
Bollo.c01.326;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;11849;11999;2;;NO;;;524,15;495,33;450,3;405,27;360,24;315,21;270,18;225,15;180,12;135,09;90,06;45,03;
Bollo.c01.327;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;250;11999;2;;NO;;;24,96;23,59;21,44;19,3;17,15;15,01;12,87;10,72;8,58;6,43;4,29;2,14;
Bollo.c01.328;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;650;11999;2;;NO;;;34,94;33,02;30,02;27,02;24,02;21,01;18,01;15,01;12,01;9,01;6;3;
Bollo.c01.329;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;850;11999;2;;NO;;;44,93;42,46;38,6;34,74;30,88;27,02;23,16;19,3;15,44;11,58;7,72;3,86;
Bollo.c01.330;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;1350;11999;2;;NO;;;59,9;56,61;51,46;46,32;41,17;36,02;30,88;25,73;20,59;15,44;10,29;5,15;
Bollo.c01.331;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;1850;11999;2;;NO;;;84,86;80,2;72,91;65,62;58,32;51,03;43,74;36,45;29,16;21,87;14,58;7,29;
Bollo.c01.332;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;2350;11999;2;;NO;;;109,82;103,78;94,35;84,91;75,48;66,04;56,61;47,17;37,74;28,3;18,87;9,43;
Bollo.c01.333;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;2850;11999;2;;NO;;;134,78;127,37;115,79;104,21;92,63;81,05;69,48;57,9;46,32;34,74;23,16;11,58;
Bollo.c01.334;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;3350;11999;2;;NO;;;159,74;150,96;137,24;123,51;109,79;96,06;82,34;68,62;54,89;41,17;27,45;13,72;
Bollo.c01.335;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;3850;11999;2;;NO;;;184,7;174,55;158,68;142,81;126,94;111,07;95,21;79,34;63,47;47,6;31,74;15,87;
Bollo.c01.336;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;4350;11999;2;;NO;;;209,66;198,13;180,12;162,11;144,1;126,08;108,07;90,06;72,05;54,04;36,02;18,01;
Bollo.c01.337;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;4850;11999;2;;NO;;;234,62;221,72;201,56;181,41;161,25;141,1;120,94;100,78;80,63;60,47;40,31;20,16;
Bollo.c01.338;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;5850;11999;2;;NO;;;259,58;245,31;223,01;200,71;178,41;156,11;133,8;111,5;89,2;66,9;44,6;22,3;
Bollo.c01.339;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;6850;11999;2;;NO;;;289,53;273,61;248,74;223,87;198,99;174,12;149,24;124,37;99,5;74,62;49,75;24,87;
Bollo.c01.340;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;7850;11999;2;;NO;;;319,48;301,92;274,47;247,02;219,58;192,13;164,68;137,24;109,79;82,34;54,89;27,45;
Bollo.c01.341;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;8850;11999;2;;NO;;;359,42;339,66;308,78;277,9;247,02;216,15;185,27;154,39;123,51;92,63;61,76;30,88;
Bollo.c01.342;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;9850;11999;2;;NO;;;409,34;386,83;351,67;316,5;281,33;246,17;211;175,83;140,67;105,5;70,33;35,17;
Bollo.c01.343;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;10850;11999;2;;NO;;;459,26;434,01;394,55;355,1;315,64;276,19;236,73;197,28;157,82;118,37;78,91;39,46;
Bollo.c01.344;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;11849;11999;2;;NO;;;524,15;495,33;450,3;405,27;360,24;315,21;270,18;225,15;180,12;135,09;90,06;45,03;
Bollo.c01.345;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;12000;12000;2;;NO;;;312,97;295,76;268,88;241,99;215,1;188,21;161,33;134,44;107,55;80,66;53,78;26,89;
Bollo.c01.346;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;12000;13000;2;;NO;;;312,97;295,76;268,88;241,99;215,1;188,21;161,33;134,44;107,55;80,66;53,78;26,89;
Bollo.c01.347;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;12000;15000;2;;NO;;;432,79;408,99;371,81;334,63;297,45;260,27;223,09;185,91;148,73;111,54;74,36;37,18;
Bollo.c01.348;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;12000;18000;2;;NO;;;432,79;408,99;371,81;334,63;297,45;260,27;223,09;185,91;148,73;111,54;74,36;37,18;
Bollo.c01.349;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;15000;15000;3;;NO;;;312,97;295,76;268,88;241,99;215,1;188,21;161,33;134,44;107,55;80,66;53,78;26,89;
Bollo.c01.350;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;15000;18000;3;;NO;;;312,97;295,76;268,88;241,99;215,1;188,21;161,33;134,44;107,55;80,66;53,78;26,89;
Bollo.c01.351;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;15000;19000;3;;NO;;;349,12;329,93;299,94;269,94;239,95;209,95;179,96;149,97;119,97;89,98;59,99;29,99;
Bollo.c01.352;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;21000;3;;NO;;;385,28;364,09;330,99;297,89;264,8;231,7;198,6;165,5;132,4;99,3;66,2;33,1;
Bollo.c01.353;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;23000;3;;NO;;;493,73;466,59;424,17;381,75;339,34;296,92;254,5;212,08;169,67;127,25;84,83;42,42;
Bollo.c01.354;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;25000;3;;NO;;;493,73;466,59;424,17;381,75;339,34;296,92;254,5;212,08;169,67;127,25;84,83;42,42;
Bollo.c01.355;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;23000;4;;NO;;;349,12;329,93;299,94;269,94;239,95;209,95;179,96;149,97;119,97;89,98;59,99;29,99;
Bollo.c01.356;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;24000;4;;NO;;;349,12;329,93;299,94;269,94;239,95;209,95;179,96;149,97;119,97;89,98;59,99;29,99;
Bollo.c01.357;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;25000;4;;NO;;;385,28;364,09;330,99;297,89;264,8;231,7;198,6;165,5;132,4;99,3;66,2;33,1;
Bollo.c01.358;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;27000;4;;NO;;;552,61;522,22;474,75;427,27;379,8;332,32;284,85;237,37;189,9;142,42;94,95;47,47;
Bollo.c01.359;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;28009;4;;NO;;;552,61;522,22;474,75;427,27;379,8;332,32;284,85;237,37;189,9;142,42;94,95;47,47;
Bollo.c01.360;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;29999;4;;NO;;;644,02;608,61;553,28;497,95;442,63;387,3;331,97;276,64;221,31;165,98;110,66;55,33;
Bollo.c01.361;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;12000;12000;2;;SI;;;249,97;236,22;214,75;193,27;171,8;150,32;128,85;107,37;85,9;64,42;42,95;21,47;
Bollo.c01.362;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;12000;13000;2;;SI;;;249,97;236,22;214,75;193,27;171,8;150,32;128,85;107,37;85,9;64,42;42,95;21,47;
Bollo.c01.363;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;12000;15000;2;;SI;;;346,03;327;297,27;267,55;237,82;208,09;178,36;148,64;118,91;89,18;59,45;29,73;
Bollo.c01.364;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;12000;18000;2;;SI;;;346,03;327;297,27;267,55;237,82;208,09;178,36;148,64;118,91;89,18;59,45;29,73;
Bollo.c01.365;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;15000;15000;3;;SI;;;249,97;236,22;214,75;193,27;171,8;150,32;128,85;107,37;85,9;64,42;42,95;21,47;
Bollo.c01.366;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;15000;18000;3;;SI;;;249,97;236,22;214,75;193,27;171,8;150,32;128,85;107,37;85,9;64,42;42,95;21,47;
Bollo.c01.367;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;15000;19000;3;;SI;;;279,4;264,04;240,04;216,03;192,03;168,03;144,02;120,02;96,01;72,01;48,01;24;
Bollo.c01.368;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;21000;3;;SI;;;308,32;291,37;264,88;238,4;211,91;185,42;158,93;132,44;105,95;79,47;52,98;26,49;
Bollo.c01.369;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;23000;3;;SI;;;395,09;373,37;339,42;305,48;271,54;237,6;203,65;169,71;135,77;101,83;67,88;33,94;
Bollo.c01.370;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;25000;3;;SI;;;395,09;373,37;339,42;305,48;271,54;237,6;203,65;169,71;135,77;101,83;67,88;33,94;
Bollo.c01.371;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;23000;4;;SI;;;279,4;264,04;240,04;216,03;192,03;168,03;144,02;120,02;96,01;72,01;48,01;24;
Bollo.c01.372;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;24000;4;;SI;;;279,4;264,04;240,04;216,03;192,03;168,03;144,02;120,02;96,01;72,01;48,01;24;
Bollo.c01.373;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;25000;4;;SI;;;308,32;291,37;264,88;238,4;211,91;185,42;158,93;132,44;105,95;79,47;52,98;26,49;
Bollo.c01.374;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;27000;4;;SI;;;442,6;418,27;380,24;342,22;304,19;266,17;228,15;190,12;152,1;114,07;76,05;38,02;
Bollo.c01.375;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;28009;4;;SI;;;442,6;418,27;380,24;342,22;304,19;266,17;228,15;190,12;152,1;114,07;76,05;38,02;
Bollo.c01.376;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;21000;29999;4;;SI;;;515,42;487,08;442,8;398,52;354,24;309,96;265,68;221,4;177,12;132,84;88,56;44,28;
Bollo.c01.377;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;12000;12000;2;;NO;;;312,97;295,76;268,88;241,99;215,1;188,21;161,33;134,44;107,55;80,66;53,78;26,89;
Bollo.c01.378;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;12000;13000;2;;NO;;;312,97;295,76;268,88;241,99;215,1;188,21;161,33;134,44;107,55;80,66;53,78;26,89;
Bollo.c01.379;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;12000;15000;2;;NO;;;432,79;408,99;371,81;334,63;297,45;260,27;223,09;185,91;148,73;111,54;74,36;37,18;
Bollo.c01.380;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;12000;18000;2;;NO;;;432,79;408,99;371,81;334,63;297,45;260,27;223,09;185,91;148,73;111,54;74,36;37,18;
Bollo.c01.381;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;15000;15000;3;;NO;;;312,97;295,76;268,88;241,99;215,1;188,21;161,33;134,44;107,55;80,66;53,78;26,89;
Bollo.c01.382;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;15000;18000;3;;NO;;;312,97;295,76;268,88;241,99;215,1;188,21;161,33;134,44;107,55;80,66;53,78;26,89;
Bollo.c01.383;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;15000;19000;3;;NO;;;349,12;329,93;299,94;269,94;239,95;209,95;179,96;149,97;119,97;89,98;59,99;29,99;
Bollo.c01.384;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;21000;3;;NO;;;385,28;364,09;330,99;297,89;264,8;231,7;198,6;165,5;132,4;99,3;66,2;33,1;
Bollo.c01.385;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;23000;3;;NO;;;493,73;466,59;424,17;381,75;339,34;296,92;254,5;212,08;169,67;127,25;84,83;42,42;
Bollo.c01.386;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;25000;3;;NO;;;493,73;466,59;424,17;381,75;339,34;296,92;254,5;212,08;169,67;127,25;84,83;42,42;
Bollo.c01.387;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;23000;4;;NO;;;349,12;329,93;299,94;269,94;239,95;209,95;179,96;149,97;119,97;89,98;59,99;29,99;
Bollo.c01.388;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;24000;4;;NO;;;349,12;329,93;299,94;269,94;239,95;209,95;179,96;149,97;119,97;89,98;59,99;29,99;
Bollo.c01.389;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;25000;4;;NO;;;385,28;364,09;330,99;297,89;264,8;231,7;198,6;165,5;132,4;99,3;66,2;33,1;
Bollo.c01.390;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;27000;4;;NO;;;552,61;522,22;474,75;427,27;379,8;332,32;284,85;237,37;189,9;142,42;94,95;47,47;
Bollo.c01.391;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;28009;4;;NO;;;552,61;522,22;474,75;427,27;379,8;332,32;284,85;237,37;189,9;142,42;94,95;47,47;
Bollo.c01.392;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;29999;4;;NO;;;644,02;608,61;553,28;497,95;442,63;387,3;331,97;276,64;221,31;165,98;110,66;55,33;
Bollo.c01.393;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;12000;12000;2;;SI;;;249,97;236,22;214,75;193,27;171,8;150,32;128,85;107,37;85,9;64,42;42,95;21,47;
Bollo.c01.394;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;12000;13000;2;;SI;;;249,97;236,22;214,75;193,27;171,8;150,32;128,85;107,37;85,9;64,42;42,95;21,47;
Bollo.c01.395;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;12000;15000;2;;SI;;;346,03;327;297,27;267,55;237,82;208,09;178,36;148,64;118,91;89,18;59,45;29,73;
Bollo.c01.396;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;12000;18000;2;;SI;;;346,03;327;297,27;267,55;237,82;208,09;178,36;148,64;118,91;89,18;59,45;29,73;
Bollo.c01.397;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;15000;15000;3;;SI;;;249,97;236,22;214,75;193,27;171,8;150,32;128,85;107,37;85,9;64,42;42,95;21,47;
Bollo.c01.398;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;15000;18000;3;;SI;;;249,97;236,22;214,75;193,27;171,8;150,32;128,85;107,37;85,9;64,42;42,95;21,47;
Bollo.c01.399;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;15000;19000;3;;SI;;;279,4;264,04;240,04;216,03;192,03;168,03;144,02;120,02;96,01;72,01;48,01;24;
Bollo.c01.400;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;21000;3;;SI;;;308,32;291,37;264,88;238,4;211,91;185,42;158,93;132,44;105,95;79,47;52,98;26,49;
Bollo.c01.401;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;23000;3;;SI;;;395,09;373,37;339,42;305,48;271,54;237,6;203,65;169,71;135,77;101,83;67,88;33,94;
Bollo.c01.402;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;25000;3;;SI;;;395,09;373,37;339,42;305,48;271,54;237,6;203,65;169,71;135,77;101,83;67,88;33,94;
Bollo.c01.403;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;23000;4;;SI;;;279,4;264,04;240,04;216,03;192,03;168,03;144,02;120,02;96,01;72,01;48,01;24;
Bollo.c01.404;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;24000;4;;SI;;;279,4;264,04;240,04;216,03;192,03;168,03;144,02;120,02;96,01;72,01;48,01;24;
Bollo.c01.405;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;25000;4;;SI;;;308,32;291,37;264,88;238,4;211,91;185,42;158,93;132,44;105,95;79,47;52,98;26,49;
Bollo.c01.406;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;27000;4;;SI;;;442,6;418,27;380,24;342,22;304,19;266,17;228,15;190,12;152,1;114,07;76,05;38,02;
Bollo.c01.407;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;28009;4;;SI;;;442,6;418,27;380,24;342,22;304,19;266,17;228,15;190,12;152,1;114,07;76,05;38,02;
Bollo.c01.408;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;21000;29999;4;;SI;;;515,42;487,08;442,8;398,52;354,24;309,96;265,68;221,4;177,12;132,84;88,56;44,28;
Bollo.c01.409;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;2000;11999;2;;SI;;;84,86;80,2;72,91;65,62;58,32;51,03;43,74;36,45;29,16;21,87;14,58;7,29;
Bollo.c01.410;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2018;;ELE;SI;;;;;;;;1900;11999;2;;SI;;;84,86;80,2;72,91;65,62;58,32;51,03;43,74;36,45;29,16;21,87;14,58;7,29;
Bollo.c01.411;01-01;UMBRIA;01/01/2022;AM;PC;;;;01/01/2022;;B;SI;;;;;;;;700;15000;2;;SI;;;346,03;327;297,27;267,55;237,82;208,09;178,36;148,64;118,91;89,18;59,45;29,73;
Bollo.c01.412;01-01;UMBRIA;01/01/2022;MC;NR;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;196;189,09;171,81;154,53;137,25;119,97;103,69;86,4;69,12;51,64;34,36;17,18;
Bollo.c01.413;01-01;UMBRIA;01/01/2022;MC;NR;;;0;01/01/2018;;ELE;SI;;;150;;;;;;;;;NO;;;281;271,09;246,31;221,53;196,75;171,97;148,69;123,9;99,12;74,04;49,26;24,63;
Bollo.c01.414;01-01;UMBRIA;01/01/2022;MC;NR;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;196;189,09;171,81;154,53;137,25;119,97;103,69;86,4;69,12;51,64;34,36;17,18;
Bollo.c01.415;01-01;UMBRIA;01/01/2022;MC;NR;;;0;01/01/2018;;ELE;SI;;;150;;;;;;;;;NO;;;281;271,09;246,31;221,53;196,75;171,97;148,69;123,9;99,12;74,04;49,26;24,63;
Bollo.c01.416;01-01;UMBRIA;01/01/2022;MC;NC;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;196;189,09;171,81;154,53;137,25;119,97;103,69;86,4;69,12;51,64;34,36;17,18;
Bollo.c01.417;01-01;UMBRIA;01/01/2022;MC;NC;;;0;01/01/2018;;ELE;SI;;;150;;;;;;;;;NO;;;281;271,09;246,31;221,53;196,75;171,97;148,69;123,9;99,12;74,04;49,26;24,63;
Bollo.c01.418;01-01;UMBRIA;01/01/2022;MC;NC;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;196;189,09;171,81;154,53;137,25;119,97;103,69;86,4;69,12;51,64;34,36;17,18;
Bollo.c01.419;01-01;UMBRIA;01/01/2022;MC;NC;;;0;01/01/2018;;ELE;SI;;;150;;;;;;;;;NO;;;281;271,09;246,31;221,53;196,75;171,97;148,69;123,9;99,12;74,04;49,26;24,63;
